,Type,Gender,FurLength,agecat,breedcat,namecat,descriptcat,colorcat,colorcat2,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
10751,2,2,2,3,2,1,0,2,1,0,0,0,2,0,0,0
10752,1,1,1,3,0,0,0,1,0,1,1,1,1,0,0,0
10753,2,3,1,0,2,1,1,2,1,0,0,0,5,1,0,1
10754,2,1,1,3,2,0,0,1,1,0,1,0,5,0,0,1
10755,1,2,1,0,0,0,0,1,1,1,0,1,3,1,0,0
10756,1,1,1,4,0,0,1,0,1,1,1,1,4,0,0,0
10757,1,2,2,4,0,0,1,2,1,1,0,1,5,0,0,1
10758,1,2,2,4,0,0,0,0,1,0,0,1,3,0,0,0
10759,1,1,1,3,0,0,0,2,1,0,1,1,0,0,0,0
10760,1,2,2,4,0,1,0,1,1,1,1,1,3,0,1,0
10761,1,3,1,1,0,0,1,2,1,0,0,1,3,1,0,1
10762,2,2,1,2,2,0,0,0,0,0,1,1,3,0,0,1
10763,1,2,1,1,0,0,0,1,1,1,0,1,3,0,0,1
10764,2,2,2,4,0,1,0,2,1,1,1,1,3,0,0,0
10765,2,3,2,1,2,1,0,1,0,0,1,1,3,1,0,1
10766,1,1,2,1,0,0,0,1,1,0,1,1,4,0,0,1
10767,2,1,1,2,2,0,0,0,0,0,0,1,1,0,1,1
10768,2,1,1,0,2,0,0,1,1,0,0,0,4,0,0,1
10769,1,1,2,4,0,0,0,0,0,0,0,1,2,0,1,0
10770,2,3,2,2,0,0,0,1,0,1,0,0,3,1,0,0
10771,1,3,1,2,0,0,0,2,1,0,0,1,4,1,1,0
10772,2,2,2,2,2,0,0,1,0,0,1,1,1,0,1,1
10773,1,2,2,1,0,0,0,1,1,1,1,1,5,0,0,0
10774,2,1,1,2,2,0,0,1,1,1,0,1,5,0,0,1
10775,2,1,1,2,2,0,0,1,1,0,1,1,5,1,0,0
10776,1,2,1,0,2,0,0,2,1,0,0,1,1,0,0,1
10777,1,2,1,2,0,0,0,2,1,0,1,1,5,0,0,1
10778,2,2,1,2,2,1,0,0,1,0,1,1,3,0,0,1
10779,1,1,1,4,0,0,0,1,1,1,0,0,5,0,0,1
10780,1,3,2,0,0,0,0,1,1,0,0,1,5,1,0,1
10781,1,2,2,2,0,0,0,0,1,1,1,1,3,0,0,1
10782,2,2,2,2,0,0,0,1,0,0,1,1,1,0,1,0
10783,1,1,1,4,0,0,0,2,1,1,0,1,1,0,0,1
10784,2,2,2,4,2,1,0,2,1,1,0,1,3,0,0,1
10785,1,2,1,2,0,0,0,1,1,0,1,0,2,0,0,0
10786,2,1,1,4,2,0,0,1,1,1,1,1,1,0,0,1
10787,1,2,2,0,0,0,0,1,1,0,1,1,3,0,0,1
10788,1,2,1,2,0,0,1,0,0,1,1,1,5,0,0,1
10789,1,1,2,2,0,1,0,0,1,0,1,1,4,0,0,1
10790,1,2,2,0,0,0,0,1,1,0,0,1,5,1,0,1
10791,1,1,2,0,2,1,1,0,1,0,0,1,5,0,0,1
10792,1,2,1,1,0,0,1,0,1,1,0,0,4,0,0,1
10793,2,2,2,1,0,1,0,2,1,0,0,1,3,0,1,1
10794,2,1,1,2,0,0,0,1,1,0,1,1,3,0,0,1
10795,2,2,2,3,0,1,0,2,0,0,0,1,1,0,0,0
10796,1,3,2,0,0,0,0,2,1,0,0,1,4,1,0,0
10797,1,2,1,1,0,0,0,0,1,0,0,1,3,0,0,1
10798,1,1,1,4,2,0,0,2,1,1,1,1,2,0,0,1
10799,2,3,1,0,2,0,0,2,1,0,0,0,5,1,0,1
10800,1,1,2,3,2,0,1,0,0,0,1,0,2,0,0,1
10801,1,1,2,4,2,0,1,0,0,1,0,1,3,0,1,1
10802,2,3,1,1,2,0,0,2,1,0,1,0,5,1,0,1
10803,1,2,1,2,2,0,0,1,1,0,1,1,4,0,0,1
10804,1,3,1,0,0,0,0,2,1,0,1,1,5,1,0,1
10805,1,1,2,4,2,1,0,0,0,1,0,1,4,0,0,1
10806,2,2,2,1,0,0,0,1,0,1,1,1,5,0,0,1
10807,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1
10808,1,1,2,1,0,0,0,2,1,0,1,0,1,0,0,0
10809,1,1,2,3,0,0,0,1,1,1,0,1,1,0,0,0
10810,1,2,2,3,0,0,0,1,1,0,1,1,3,0,0,1
10811,2,2,1,2,2,0,0,1,0,1,1,0,1,0,0,1
10812,1,2,1,1,0,1,0,1,1,0,1,1,3,0,0,1
10813,1,1,2,1,0,0,0,1,1,0,1,1,1,1,1,0
10814,1,2,2,4,2,0,0,1,1,0,0,0,1,0,0,1
10815,1,2,2,3,2,0,0,0,0,0,1,1,3,0,0,1
10816,2,2,2,2,0,0,0,2,1,0,1,1,1,0,0,1
10817,1,2,1,1,0,1,0,0,1,1,1,1,3,0,0,1
10818,1,2,2,1,0,0,0,0,1,1,1,1,0,0,0,1
10819,1,2,1,4,2,0,0,0,1,0,1,0,5,0,0,1
10820,2,1,2,0,0,0,0,1,0,0,1,0,5,0,0,1
10821,2,2,2,2,2,0,0,2,1,0,0,1,1,0,0,1
10822,1,1,1,2,0,0,0,1,0,1,0,1,4,0,0,1
10823,1,2,2,1,0,0,0,0,1,0,1,1,1,0,0,1
10824,1,2,2,2,0,0,0,0,1,0,1,1,5,0,0,1
10825,1,3,1,1,0,1,0,2,1,0,1,0,5,1,0,1
10826,1,2,2,4,0,0,0,2,1,1,1,1,3,0,0,1
10827,2,2,1,3,2,1,0,1,1,0,0,0,4,0,0,0
10828,2,3,2,4,0,1,1,2,1,1,1,0,2,1,0,1
10829,2,1,1,1,2,0,1,1,1,0,1,0,2,0,0,1
10830,2,3,1,3,2,1,1,2,1,0,1,0,5,1,0,1
10831,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
10832,1,2,2,1,0,0,0,0,1,0,1,0,2,0,0,1
10833,1,2,1,2,0,0,0,2,1,0,0,0,5,0,0,1
10834,2,2,2,2,0,0,1,1,1,1,1,1,4,0,1,1
10835,1,2,2,1,0,0,0,2,1,1,1,1,3,0,0,1
10836,1,2,1,1,0,0,0,1,1,0,1,1,2,0,0,1
10837,2,2,2,4,0,0,0,2,1,1,1,1,2,0,0,0
10838,1,2,1,0,0,0,0,1,1,0,1,1,1,1,0,1
10839,1,1,2,1,0,1,0,0,0,1,1,1,3,0,0,1
10840,2,2,1,2,2,1,0,2,1,0,1,1,3,0,0,0
10841,1,2,1,3,0,0,0,1,0,1,1,1,3,0,0,1
10842,2,1,1,2,2,0,0,0,0,0,0,0,2,0,0,1
10843,1,1,1,4,0,1,0,1,1,0,1,1,3,0,0,1
10844,2,2,1,2,2,0,0,2,1,1,0,1,5,0,0,1
10845,1,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1
10846,1,2,2,3,0,0,0,0,0,0,0,1,3,1,0,0
10847,2,1,2,4,0,1,0,0,0,0,0,1,1,0,0,0
10848,1,2,2,2,0,0,0,0,0,0,1,1,2,0,0,1
10849,1,1,1,2,0,1,0,0,0,1,1,1,1,0,0,1
10850,1,2,1,4,0,1,0,1,0,1,1,1,2,0,0,0
10851,1,1,2,3,0,0,0,2,1,1,0,0,4,0,0,0
10852,1,2,1,1,0,0,0,2,1,1,1,0,4,0,1,1
10853,2,2,2,0,0,1,0,2,1,0,0,1,4,0,0,1
10854,1,1,1,1,0,0,0,1,1,0,0,0,4,0,0,1
10855,1,2,1,3,0,0,0,1,1,1,0,0,5,0,0,0
10856,2,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0
10857,1,1,1,3,0,1,0,1,1,0,1,1,5,0,0,1
10858,2,3,2,3,0,1,0,2,1,0,1,1,3,1,0,0
10859,1,1,1,4,0,0,0,1,1,1,0,1,5,0,0,1
10860,1,1,2,3,0,0,0,1,1,1,0,1,3,0,0,1
10861,1,2,1,4,0,1,0,2,1,1,1,1,3,0,0,1
10862,1,2,2,4,2,1,0,0,1,1,1,0,1,0,1,1
10863,1,2,1,0,0,0,0,0,1,0,0,1,5,0,0,1
10864,1,1,2,4,2,0,0,2,1,1,1,1,5,0,1,1
10865,1,1,2,4,2,0,0,0,0,1,0,0,3,0,1,1
10866,1,2,1,0,0,0,0,1,1,0,1,1,1,0,0,1
10867,1,1,1,1,0,0,0,0,1,0,1,1,3,0,0,0
10868,1,1,2,0,0,1,0,0,1,0,1,1,3,0,0,1
10869,1,1,2,1,0,0,0,0,1,0,1,1,5,0,0,1
10870,1,3,2,1,0,1,0,1,1,0,1,1,3,1,1,1
10871,2,1,2,3,0,0,0,1,0,1,0,1,3,0,0,0
10872,2,2,2,4,0,0,0,2,1,0,1,1,1,0,0,1
10873,2,2,1,2,2,0,0,1,1,0,1,0,3,0,0,0
10874,2,3,1,0,2,0,1,1,0,0,1,1,4,1,0,1
10875,1,1,1,1,0,0,0,1,1,1,1,1,3,0,0,1
10876,2,1,1,2,0,0,0,1,1,0,1,1,3,0,0,1
10877,1,3,1,0,0,0,0,1,1,0,0,1,3,1,0,1
10878,2,2,2,4,2,0,0,1,1,1,1,1,5,0,1,1
10879,2,3,2,1,0,1,0,2,1,0,1,1,4,1,1,1
10880,1,2,1,0,0,0,0,2,1,0,1,1,2,0,0,0
10881,1,2,1,0,0,0,0,1,1,0,0,0,4,1,0,1
10882,2,1,2,0,0,1,0,0,1,0,1,0,3,0,1,1
10883,2,1,2,0,2,0,0,0,1,0,0,0,3,0,0,1
10884,1,2,1,2,0,1,0,0,1,1,1,1,1,0,0,1
10885,1,1,1,3,0,0,0,0,1,1,1,0,4,0,0,1
10886,2,1,1,1,2,0,1,1,0,0,1,1,4,0,1,1
10887,2,1,2,0,0,1,0,1,0,0,1,1,3,0,0,1
10888,2,1,1,2,2,0,1,0,0,1,1,1,3,0,0,1
10889,2,1,2,4,2,0,0,0,1,1,1,1,4,1,0,1
10890,2,2,1,0,2,1,0,2,1,0,0,1,5,0,0,1
10891,2,1,2,3,0,1,0,1,0,0,0,1,4,0,0,1
10892,2,2,2,2,2,0,0,0,1,0,0,1,5,0,0,1
10893,1,1,2,0,0,0,1,1,1,0,0,1,5,0,0,1
10894,1,2,2,1,0,0,0,0,1,0,1,1,1,0,0,0
10895,2,3,1,2,2,1,0,2,1,0,0,1,5,1,0,0
10896,1,1,2,1,0,1,0,2,1,1,1,1,1,0,0,1
10897,2,3,1,1,2,1,0,2,1,0,0,0,5,1,0,1
10898,1,1,1,3,0,1,0,1,1,1,1,1,3,0,1,1
10899,2,1,2,2,0,0,1,0,0,0,1,0,3,0,1,1
10900,2,2,1,3,2,0,0,1,1,1,0,0,4,0,0,0
10901,2,1,1,2,2,0,0,0,1,0,1,1,2,0,0,0
10902,2,2,1,3,2,0,0,0,0,1,0,1,4,0,0,1
10903,1,1,2,4,0,0,0,1,1,0,0,1,3,0,0,0
10904,1,2,1,3,0,1,0,1,1,1,1,1,3,0,0,1
10905,1,1,1,2,0,1,0,1,1,0,1,1,4,0,0,1
10906,2,2,1,1,2,0,0,2,1,0,1,0,1,0,0,1
10907,1,2,1,3,0,0,0,0,1,0,1,1,1,0,1,0
10908,2,1,2,2,0,0,1,2,0,0,1,0,5,0,1,1
10909,2,1,2,1,0,0,0,1,1,0,1,0,5,0,0,1
10910,1,3,1,2,0,1,0,0,1,0,1,0,2,1,0,0
10911,2,3,2,2,0,1,0,1,1,0,1,1,2,1,0,0
10912,2,2,2,2,2,0,0,0,1,0,1,1,1,0,0,0
10913,2,1,1,0,2,1,0,2,0,0,1,0,2,0,0,0
10914,1,2,2,2,0,0,0,1,1,0,0,1,3,0,0,1
10915,1,3,1,0,0,0,1,1,1,0,0,0,2,1,0,1
10916,1,1,1,4,0,0,0,0,1,1,1,1,1,1,0,0
10917,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0
10918,2,2,2,4,2,0,0,0,0,1,1,1,2,0,1,1
10919,1,3,2,3,0,1,0,1,1,1,0,1,4,1,0,1
10920,1,3,1,1,0,1,0,1,1,1,0,1,5,1,0,1
10921,2,2,2,2,0,0,1,2,1,1,1,1,4,0,0,1
10922,1,2,1,3,0,0,0,1,0,0,0,0,4,0,0,1
10923,2,2,1,2,0,0,0,1,0,0,0,0,4,0,0,0
10924,2,2,2,3,2,1,0,0,0,1,0,1,1,0,1,1
10925,2,1,1,2,2,0,0,0,1,0,1,1,2,0,0,1
10926,2,2,1,1,2,0,0,1,1,0,0,0,3,0,0,1
10927,1,2,2,4,2,0,0,0,0,1,1,0,2,0,0,1
10928,1,2,1,3,0,0,0,1,1,1,1,1,2,0,0,1
10929,1,1,1,1,0,0,0,0,1,0,1,1,3,0,0,1
10930,2,1,2,1,2,0,0,2,1,0,1,1,4,1,1,1
10931,1,2,1,1,0,0,0,2,1,0,1,1,4,0,0,1
10932,2,1,1,2,2,1,0,1,1,0,1,0,3,0,0,1
10933,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1
10934,1,2,2,4,0,0,0,0,1,1,1,1,2,0,0,0
10935,1,1,2,4,2,1,0,0,0,1,1,1,2,0,0,1
10936,1,2,2,0,0,0,0,1,1,0,0,1,3,0,0,1
10937,2,1,2,4,0,1,1,2,1,1,1,1,4,0,0,1
10938,2,1,2,0,0,1,0,2,1,0,1,1,5,0,0,1
10939,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
10940,2,2,2,2,0,1,1,1,1,1,1,1,2,0,0,1
10941,2,1,1,3,2,0,0,2,1,1,0,1,3,0,0,0
10942,1,2,1,1,0,0,0,1,1,0,1,1,4,0,0,0
10943,2,2,1,0,2,0,0,1,1,0,0,1,2,0,0,1
10944,2,2,1,2,2,1,1,0,0,0,0,0,3,0,0,1
10945,2,2,1,1,2,1,0,1,0,0,1,0,4,0,0,1
10946,1,2,1,2,0,1,0,0,1,1,1,1,3,0,0,1
10947,1,2,1,1,0,0,0,2,1,0,1,1,4,1,0,1
10948,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,1
10949,2,2,1,3,2,1,0,1,0,1,1,1,5,0,0,0
10950,1,1,2,3,2,0,0,1,1,0,1,0,0,0,0,1
10951,2,2,1,3,2,0,1,1,0,0,0,1,3,0,0,0
10952,1,1,1,4,2,0,0,0,0,1,0,0,1,0,0,1
10953,1,1,1,4,2,0,0,1,1,1,1,0,4,0,1,0
10954,1,1,1,3,0,1,0,1,0,1,0,1,5,0,0,1
10955,2,2,2,3,0,1,0,0,1,1,0,1,1,0,1,0
10956,1,2,1,1,0,1,0,1,1,0,1,0,3,0,0,0
10957,2,2,1,0,2,1,0,2,1,0,1,0,3,0,1,1
10958,2,2,2,3,0,0,1,2,1,1,0,1,2,1,1,0
10959,2,2,1,3,2,0,0,1,0,0,1,1,3,0,0,1
10960,1,2,2,4,2,0,0,1,1,1,1,0,2,0,1,1
10961,2,1,2,4,0,1,0,2,1,1,0,0,4,0,0,1
10962,1,2,1,1,0,0,0,2,1,0,0,0,4,0,0,1
10963,1,2,1,3,0,1,0,0,1,1,0,1,5,0,0,0
10964,2,1,1,3,2,0,0,1,1,1,0,1,4,0,0,1
10965,1,2,1,1,0,0,0,0,1,1,1,1,3,0,0,0
10966,2,2,1,0,2,1,0,2,1,0,1,1,5,0,0,1
10967,2,1,2,2,2,0,0,0,1,0,1,0,1,0,0,1
10968,1,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0
10969,1,1,2,3,0,1,0,2,1,1,0,1,5,0,1,0
10970,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1
10971,1,2,2,2,0,0,0,0,0,0,1,1,1,0,0,1
10972,1,1,2,2,0,0,0,2,1,0,0,1,1,0,1,0
10973,2,2,2,4,0,0,0,2,0,0,0,1,4,0,0,0
10974,2,2,1,0,2,0,0,2,1,0,1,1,5,0,0,1
10975,1,2,1,0,0,0,0,2,1,0,1,1,2,0,0,1
10976,1,1,2,1,0,1,0,1,1,0,1,1,2,0,1,1
10977,1,2,1,4,0,0,0,0,1,1,1,1,5,0,0,0
10978,1,2,2,3,0,1,0,1,0,1,1,1,5,0,0,1
10979,2,2,1,2,2,0,0,1,0,0,1,0,5,0,0,1
10980,2,2,2,1,2,1,0,1,1,0,0,1,3,0,0,1
10981,2,1,1,2,2,0,1,1,0,1,1,0,3,0,1,1
10982,2,2,1,1,2,0,0,1,0,1,0,0,3,1,0,1
10983,2,2,1,3,2,0,0,2,1,0,1,0,4,0,0,0
10984,1,1,1,4,2,0,0,1,1,1,1,0,2,1,0,1
10985,2,1,1,3,0,1,0,1,0,0,1,1,3,0,0,1
10986,2,1,1,0,0,0,0,1,1,0,1,0,4,0,0,1
10987,1,2,2,3,0,1,0,0,1,0,1,0,1,0,0,1
10988,2,2,1,4,2,1,0,0,0,1,1,1,4,0,0,1
10989,1,3,2,4,0,1,1,1,1,0,1,1,4,1,1,1
10990,1,1,1,4,2,1,0,0,1,1,1,0,0,0,0,1
10991,2,2,1,2,2,0,0,1,0,0,1,0,2,0,0,1
10992,2,2,1,1,2,0,0,2,1,0,1,1,4,0,0,1
10993,1,1,1,2,0,0,0,0,0,1,1,1,2,0,1,0
10994,2,1,1,3,2,0,0,0,1,1,1,1,1,0,0,0
10995,1,1,2,3,0,1,0,0,0,1,0,1,3,0,0,0
10996,2,1,2,1,0,1,1,2,1,0,1,1,5,0,1,1
10997,2,1,2,0,0,1,1,1,0,0,1,1,5,0,1,1
10998,1,2,1,1,0,0,0,1,0,0,1,1,3,0,0,1
10999,2,1,1,2,2,1,0,2,1,0,1,0,4,1,0,1
11000,1,1,1,1,0,1,0,1,1,0,0,1,3,0,0,1
11001,2,1,2,2,2,1,0,0,1,0,1,1,1,0,0,1
11002,1,2,1,2,0,0,0,1,1,1,1,1,2,0,0,0
11003,2,1,2,2,0,0,0,1,1,0,1,0,3,0,0,1
11004,2,2,2,3,2,0,0,1,1,1,0,1,1,0,0,0
11005,1,1,1,3,0,1,1,1,1,1,0,1,5,0,0,1
11006,1,1,1,1,0,1,0,0,1,0,1,1,3,0,0,1
11007,2,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0
11008,2,1,2,0,2,1,0,0,0,0,1,1,5,0,0,1
11009,2,2,1,1,2,0,0,2,0,0,1,1,3,0,0,1
11010,2,2,1,3,2,0,1,2,0,1,0,1,3,0,1,0
11011,2,2,1,0,2,0,0,2,1,0,0,1,3,1,0,1
11012,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1
11013,1,2,1,2,0,0,0,0,1,0,1,1,2,0,0,0
11014,2,2,2,3,2,1,0,2,1,0,1,1,5,1,0,1
11015,1,2,2,4,2,0,0,0,0,1,1,0,2,0,1,1
11016,1,2,1,3,0,0,1,0,0,0,0,1,4,1,0,1
11017,1,1,2,2,0,1,0,0,1,1,1,1,2,0,1,0
11018,1,1,2,4,2,0,0,0,1,0,0,1,1,0,0,1
11019,1,2,2,4,2,1,0,0,1,0,0,0,3,0,0,1
11020,1,3,2,1,0,0,0,2,1,0,1,1,4,1,1,0
11021,1,1,1,3,0,0,0,0,1,0,0,1,2,0,0,1
11022,1,2,1,4,0,1,0,0,0,0,1,0,1,0,0,1
11023,1,1,2,4,2,1,0,0,0,0,0,0,2,0,0,0
11024,1,2,1,0,0,1,0,1,1,0,1,1,2,0,0,1
11025,2,2,2,2,0,0,0,1,0,0,1,1,3,0,1,1
11026,2,2,1,0,2,0,0,1,1,0,0,0,3,0,0,1
11027,1,1,1,1,0,1,0,2,1,0,0,0,3,1,0,1
11028,1,2,1,1,0,0,0,0,0,0,0,1,4,1,0,0
11029,1,2,1,4,0,0,0,0,1,1,1,1,1,0,0,0
11030,1,3,1,1,0,0,0,2,1,0,0,0,3,1,0,0
11031,2,1,2,2,0,1,0,0,1,0,1,1,2,0,1,1
11032,2,1,1,1,2,0,0,2,1,0,1,1,1,0,0,1
11033,2,1,2,1,0,1,0,0,1,0,1,0,2,0,0,1
11034,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
11035,2,1,2,1,0,0,1,2,1,0,1,1,5,0,0,1
11036,2,1,2,2,2,0,0,0,0,0,1,1,2,0,0,1
11037,1,3,2,0,0,1,0,2,1,1,1,1,5,1,0,1
11038,2,1,1,2,2,1,0,1,0,1,0,1,1,0,0,0
11039,1,1,2,0,0,0,0,0,1,0,0,1,3,0,0,1
11040,2,2,2,4,2,0,0,2,1,0,1,1,3,1,0,0
11041,1,3,2,4,2,0,1,1,1,0,0,1,4,1,0,1
11042,1,1,1,0,0,0,0,1,1,0,1,1,2,0,1,1
11043,2,1,1,3,2,0,0,0,1,0,0,0,2,0,0,0
11044,1,2,2,1,0,0,0,0,0,1,1,1,5,0,0,1
11045,1,1,2,4,2,1,1,2,1,1,1,1,3,1,0,1
11046,1,1,1,2,0,0,0,0,0,1,0,0,3,0,0,0
11047,1,1,2,4,2,0,0,0,0,1,1,0,1,1,0,1
11048,1,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0
11049,2,1,1,1,2,1,1,1,1,0,0,1,3,1,0,1
11050,2,2,2,3,2,0,0,2,0,0,1,1,2,0,0,1
11051,1,1,2,2,0,1,0,1,1,1,1,1,2,0,0,1
11052,1,2,1,0,0,0,1,1,1,0,0,1,3,0,0,1
11053,2,2,2,4,0,0,1,2,1,1,1,1,2,0,0,1
11054,1,2,1,3,0,0,0,0,1,1,1,0,2,0,0,0
11055,1,1,1,4,0,1,0,1,1,0,1,1,2,0,0,0
11056,1,1,2,0,0,0,0,1,1,0,0,0,3,0,0,1
11057,1,3,1,2,0,0,0,1,1,0,1,1,3,1,0,0
11058,1,2,1,2,0,1,0,1,1,0,0,1,4,0,0,1
11059,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1
11060,2,3,2,0,0,1,0,1,1,0,1,1,5,1,0,1
11061,1,2,1,1,0,1,0,2,1,0,0,1,5,0,0,0
11062,1,2,1,0,0,0,0,2,1,0,1,1,1,1,0,0
11063,2,1,2,2,0,0,0,0,1,0,0,0,2,0,0,1
11064,2,2,2,3,0,0,0,2,0,1,0,0,2,0,0,1
11065,2,2,2,3,0,0,0,1,1,0,1,1,3,0,0,1
11066,2,3,1,0,2,0,0,1,1,0,0,0,2,1,0,1
11067,1,2,1,2,0,0,0,2,1,1,0,1,3,0,0,1
11068,1,1,1,3,0,0,0,1,1,1,0,1,1,0,0,0
11069,1,1,1,3,0,0,0,1,1,1,1,1,2,0,1,1
11070,1,2,2,1,0,0,0,0,1,1,1,1,5,0,0,1
11071,1,2,1,1,0,1,0,0,1,1,1,1,3,0,0,0
11072,2,2,1,1,2,0,0,1,0,0,1,0,3,0,0,0
11073,1,1,2,2,2,0,0,0,1,0,1,1,3,1,0,0
11074,1,2,1,3,0,0,0,0,1,1,1,0,3,0,0,0
11075,2,1,2,2,0,1,0,0,1,0,1,0,4,1,0,1
11076,2,1,1,1,2,0,0,2,1,0,0,0,5,0,0,1
11077,2,3,2,4,0,0,0,1,0,0,1,1,2,1,0,0
11078,2,2,1,2,2,0,0,1,1,0,0,0,1,0,0,0
11079,2,3,1,1,2,1,0,2,1,0,1,1,5,1,0,1
11080,2,2,1,2,2,0,0,1,1,0,1,0,5,0,0,1
11081,1,2,1,4,2,0,0,0,0,1,0,1,1,0,1,0
11082,2,1,2,1,2,0,0,1,1,0,1,0,3,0,1,1
11083,2,1,1,3,2,0,0,1,0,0,1,1,3,0,0,1
11084,2,2,1,3,0,0,0,2,1,1,1,1,2,0,0,1
11085,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0
11086,1,3,1,0,0,0,0,2,1,1,1,1,3,1,1,1
11087,2,3,1,4,2,1,0,2,1,1,0,0,3,1,0,1
11088,1,2,2,2,0,1,0,0,0,1,1,1,2,0,0,1
11089,1,2,2,1,0,0,0,1,1,0,1,1,4,1,0,1
11090,2,2,2,0,0,0,1,1,0,0,1,1,4,0,1,1
11091,2,2,1,1,2,1,0,0,0,0,1,1,1,1,0,1
11092,1,1,1,3,2,0,0,1,1,0,1,0,5,0,0,1
11093,2,2,2,2,0,0,0,0,1,0,1,1,2,0,0,0
11094,2,3,1,2,2,1,0,2,1,0,1,1,3,1,0,1
11095,2,2,2,2,0,0,0,2,1,0,1,1,2,0,1,1
11096,1,2,1,1,0,0,0,2,1,0,1,1,1,0,0,1
11097,2,3,2,1,0,0,1,2,1,0,1,1,4,1,0,1
11098,1,2,1,4,0,0,0,1,1,1,1,1,4,0,0,1
11099,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0
11100,2,2,1,2,2,0,0,1,1,1,0,1,3,0,0,1
11101,1,3,1,0,0,0,0,2,1,0,1,0,1,1,0,1
11102,2,2,2,2,0,1,0,1,0,1,1,1,1,0,0,1
11103,1,1,1,3,0,0,0,0,0,1,0,0,2,0,0,0
11104,2,2,1,2,2,0,0,2,1,1,0,0,5,0,0,1
11105,1,2,1,4,0,1,0,1,1,0,0,1,3,0,0,0
11106,1,1,1,0,0,1,0,2,1,0,1,1,4,0,0,1
11107,1,2,2,3,0,0,0,1,1,1,0,1,2,0,0,0
11108,2,1,2,0,0,0,1,1,1,0,1,1,3,0,0,1
11109,2,2,2,4,0,0,0,1,0,0,1,1,4,1,0,0
11110,1,1,2,1,0,0,0,1,1,1,1,1,3,0,0,1
11111,2,3,2,2,0,0,0,2,1,0,1,1,3,1,1,1
11112,2,2,1,1,2,0,0,2,1,0,1,0,2,1,0,1
11113,2,2,2,3,0,0,0,2,1,0,1,1,3,1,0,1
11114,2,1,1,3,2,1,1,1,0,0,1,1,4,0,0,1
11115,1,2,1,2,0,0,0,1,1,1,1,0,2,0,0,1
11116,1,1,1,2,0,0,0,1,1,1,1,1,5,1,0,1
11117,1,2,2,2,0,1,0,0,0,0,1,1,4,0,0,0
11118,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
11119,1,2,1,4,0,0,0,2,1,1,0,1,3,0,0,0
11120,1,2,2,3,0,0,0,1,1,1,0,1,3,0,0,1
11121,2,1,1,1,2,0,0,0,0,0,1,0,3,0,1,1
11122,2,1,1,3,2,0,0,1,1,1,1,1,2,0,0,0
11123,1,3,1,2,2,0,0,2,1,0,0,1,3,1,0,1
11124,2,1,2,1,0,1,0,2,1,0,0,0,3,0,0,1
11125,1,1,2,4,2,0,1,0,1,1,0,1,3,0,0,0
11126,1,2,1,4,0,0,0,0,1,1,0,1,4,0,1,1
11127,2,2,1,1,2,0,0,0,1,1,0,1,4,0,0,1
11128,1,1,1,4,2,0,1,2,1,0,0,1,3,0,0,1
11129,1,2,1,1,0,0,0,1,1,1,1,1,3,0,0,1
11130,1,3,2,1,0,0,0,2,1,0,1,1,5,1,0,0
11131,1,1,1,3,0,1,1,1,1,1,0,1,2,0,0,1
11132,1,2,1,1,0,0,0,1,1,0,0,1,1,0,1,1
11133,2,3,1,2,2,0,0,1,1,0,1,0,1,1,0,1
11134,1,2,1,1,0,0,0,1,1,0,1,1,3,0,0,1
11135,1,1,2,4,0,1,0,2,1,1,0,0,1,0,0,1
11136,1,2,2,2,2,0,0,2,1,1,0,0,4,0,1,1
11137,1,2,2,2,0,0,0,1,1,1,1,1,3,0,0,1
11138,2,2,2,2,2,0,0,0,1,1,1,0,4,0,0,1
11139,2,1,2,3,0,0,0,0,1,0,1,1,1,0,0,0
11140,1,2,1,4,0,1,0,0,1,1,0,0,1,0,0,0
11141,2,2,2,3,0,0,1,2,1,0,0,0,1,0,0,1
11142,2,1,1,1,2,1,1,0,1,1,0,1,4,0,0,1
11143,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,1
11144,1,2,2,2,0,1,0,2,1,1,1,0,2,0,1,1
11145,1,2,1,4,0,0,0,1,1,1,1,1,1,0,0,0
11146,1,1,2,4,2,0,0,2,1,0,0,0,1,0,1,1
11147,1,1,1,2,0,1,0,0,1,0,1,0,1,0,1,0
